40,22,93
3,63,26
12,37,73
14,80,33
70,60,79
32,91,83
62,52,82
56,93,38
87,55,6
86,4,2
94,48,58
60,48,64
15,92,23
46,41,29
97,18,18
96,43,38
97,47,64
60,5,30
54,30,40
62,5,1
64,22,40
93,7,12
93,13,70
19,56,6
3,71,3
7,16,73
19,75,71
23,8,79
60,61,72
71,67,19
66,7,53
16,97,33
24,3,56
9,95,60
31,91,10
26,85,96
3,80,27
95,92,93
22,79,63
80,24,86
13,38,44
1,77,3
84,97,42
95,44,2
41,68,54
66,55,86
41,59,45
77,39,27
47,82,98
2,48,10
40,5,59
69,53,31
61,55,73
41,20,19
93,50,96
93,91,57
5,89,47
53,1,69
86,28,9
69,80,42
7,54,93
81,24,52
7,33,97
48,12,66
80,32,93
35,73,45
49,76,10
17,6,3
33,81,51
46,19,43
40,20,37
67,27,47
79,66,19
87,18,1
8,37,7
93,28,66
3,36,88
22,73,60
14,95,34
88,9,72
38,3,88
40,4,23
96,79,61
95,4,14
82,22,24
82,71,80
93,15,36
9,7,30
93,5,9
67,64,10
42,97,5
7,60,16
11,51,49
84,87,76
34,4,25
48,4,80
31,16,33
40,55,50
57,28,83
68,58,5
93,26,14
77,21,74
32,73,78
62,55,33
86,72,43
33,53,90
95,24,89
67,94,94
8,2,74
77,31,31
90,93,47
32,20,29
89,66,2
89,30,12
91,21,77
16,68,76
36,10,81
72,98,51
9,49,75
38,73,36
54,27,19
64,76,54
7,66,85
61,20,96
51,84,87
84,3,97
3,15,62
97,16,37
65,16,32
25,26,35
92,55,48
72,81,80
72,50,29
10,63,19
54,46,35
3,23,55
22,59,56
98,61,64
60,6,59
94,87,37
25,54,44
49,92,35
57,79,21
1,46,76
80,31,25
46,84,54
98,31,1
87,76,50
53,54,93
88,13,52
87,47,36
34,76,79
25,41,63
26,21,97
60,89,72
87,23,74
47,66,91
26,26,9
58,23,98
18,45,77
72,30,10
49,58,7
70,66,46
8,54,9
62,55,93
9,97,96
8,18,15
32,43,79
30,41,72
51,14,1
70,32,31
84,67,26
54,52,22
93,48,54
82,19,54
3,41,17
11,35,93
29,5,37
78,92,57
4,38,95
1,78,54
22,45,44
34,96,5
64,59,66
56,28,3
84,30,49
95,22,81
51,37,65
70,43,6
24,10,44
11,33,54
61,97,49
65,98,9
55,6,41
6,55,41
70,46,68
78,79,70
67,45,77
16,92,92
45,10,66
83,22,19
89,77,51
70,19,18
59,72,40
39,92,55
79,41,58
17,24,59
48,82,13
59,7,80
25,23,20
32,63,96
59,26,19
73,7,97
13,31,83
3,35,60
19,35,71
93,14,27
21,45,38
41,84,98
2,75,97
47,37,85
64,58,39
43,46,46
17,63,21
86,36,27
76,51,26
82,70,41
10,1,74
53,56,91
58,7,18
44,25,83
17,84,65
58,38,17
29,87,50
81,17,48
48,57,78
76,52,43
93,90,88
59,28,57
15,42,54
89,53,10
15,96,32
25,27,81
73,10,55
68,22,15
31,93,77
8,67,88
10,15,38
86,28,91
6,26,14
28,39,27
66,13,86
82,9,55
78,64,26
92,98,54
27,5,25
88,55,32
63,5,46
64,36,26
41,17,17
21,21,68
34,90,7
9,74,34
41,8,69
28,65,98
56,6,88
54,42,19
37,48,44
22,88,10
17,52,35
90,45,92
75,56,88
37,35,95
58,96,89
47,15,88
74,54,87
6,50,19
52,85,89
1,86,19
80,64,48
21,86,21
42,33,15
15,73,45
43,78,46
32,70,97
90,88,1
81,92,36
11,7,17
27,67,20
54,11,41
75,52,9
93,4,45
98,90,74
77,55,12
80,58,34
22,88,3
84,10,27
92,50,57
28,94,70
65,50,83
80,20,1
49,23,3
5,80,91
13,49,93
85,95,61
43,65,92
14,69,31
2,56,56
56,94,82
92,21,59
94,7,40
47,5,51
6,28,73
96,14,49
1,7,34
84,41,11
37,3,18
63,92,37
45,98,4
43,78,67
73,34,67
44,21,88
42,68,15
21,52,55
1,17,75
73,6,52
47,18,27
78,87,5
62,37,83
60,78,33
67,10,39
46,10,66
91,76,54
58,31,54
42,51,41
17,91,65
22,15,20
18,21,68
23,16,53
8,64,78
83,56,43
68,76,3
18,11,94
13,87,56
93,66,60
17,89,90
51,52,38
21,94,74
5,17,43
13,14,8
