10,11,81
27,76,22
13,76,7
6,81,89
71,52,10
3,11,66
68,41,51
30,92,9
83,49,42
4,21,54
69,28,93
24,15,89
78,28,32
18,69,56
40,15,66
18,71,91
67,16,75
52,60,56
8,89,77
85,65,12
65,30,8
28,97,78
44,85,37
61,84,97
12,39,46
4,29,90
25,60,57
1,65,42
73,66,14
98,22,92
70,64,21
85,98,77
11,56,28
81,22,5
50,51,16
63,83,45
19,4,92
42,41,14
95,2,51
4,63,30
94,87,55
70,4,41
26,71,66
49,20,42
37,90,36
93,21,25
69,25,25
92,19,69
19,64,48
54,8,52
73,53,71
65,31,78
2,28,92
28,22,77
15,39,10
83,66,8
27,71,94
97,66,31
91,21,78
16,10,91
43,11,62
41,39,63
95,45,1
95,94,23
14,33,61
30,90,4
57,24,10
82,54,98
77,49,30
83,78,19
47,96,35
65,82,39
48,61,57
61,66,10
75,78,23
92,91,26
31,67,64
77,44,17
95,14,27
13,22,78
72,23,88
46,97,62
71,39,34
62,60,82
81,71,48
23,63,54
3,16,66
94,49,71
39,58,57
4,49,55
96,93,60
35,96,60
18,36,73
21,26,97
19,53,53
48,75,87
60,88,59
63,43,5
28,6,57
64,90,31
72,1,20
88,77,58
39,68,46
75,81,42
6,91,4
35,58,57
54,78,33
54,57,64
17,17,14
23,58,35
44,13,47
96,24,11
21,8,67
28,75,32
77,37,67
31,97,32
38,7,70
62,5,24
13,5,90
42,3,62
83,5,46
7,49,87
75,8,21
10,9,27
12,63,55
87,39,49
13,47,52
57,97,72
58,87,3
34,11,78
25,56,4
1,32,2
41,44,2
59,49,46
90,88,67
18,18,62
21,8,53
57,40,15
34,82,60
16,50,18
23,19,95
31,14,4
49,82,5
92,21,10
57,26,96
46,62,11
92,59,71
67,55,75
90,20,36
24,21,85
93,70,89
37,72,37
71,98,42
38,98,43
38,69,97
69,82,90
68,50,65
69,96,23
36,38,27
47,44,81
86,72,79
7,96,11
6,49,74
8,19,59
76,66,56
51,45,84
15,22,87
12,96,6
29,49,72
32,10,6
41,57,27
15,88,90
73,17,17
61,65,95
4,15,96
31,67,8
20,37,67
10,34,65
40,73,24
48,90,79
11,74,84
52,51,95
22,53,35
47,86,7
74,70,60
1,12,19
4,88,40
22,83,39
89,39,74
21,30,74
15,56,46
28,30,33
88,17,71
61,71,15
91,57,61
96,2,40
19,21,31
32,88,43
91,13,81
62,59,97
36,6,65
85,28,38
72,78,29
33,62,55
78,25,63
43,84,60
