60,45,61
68,93,38
46,22,5
31,84,4
54,84,95
53,57,30
72,40,39
20,33,47
77,95,84
97,90,49
56,46,80
86,2,97
29,10,76
69,95,76
42,82,91
49,16,7
32,67,70
36,79,51
92,89,42
22,27,70
88,62,98
35,52,94
47,22,95
81,47,50
94,58,58
31,10,11
7,46,62
79,97,92
15,60,13
48,64,20
47,61,58
23,71,78
20,37,70
42,57,45
40,50,25
66,23,29
38,61,44
29,28,61
82,80,56
3,25,74
28,90,34
69,43,28
11,26,29
62,79,83
98,72,85
76,4,8
74,30,15
76,11,62
40,85,43
10,19,20
94,54,24
74,91,89
67,52,10
47,85,2
27,41,43
11,62,43
1,51,84
98,28,69
62,93,20
23,14,16
72,11,32
73,49,52
34,92,43
24,29,12
77,54,55
3,54,52
14,21,43
94,30,76
45,49,67
37,3,43
1,26,77
83,87,55
26,90,93
61,40,24
51,52,70
15,75,73
3,94,16
28,16,50
39,12,90
16,95,54
66,19,55
13,82,18
87,77,64
2,89,19
40,30,8
32,81,77
39,91,94
76,98,19
12,6,73
24,37,69
17,84,38
8,3,30
21,47,64
58,11,26
77,58,32
76,47,70
89,7,18
56,37,66
96,83,82
44,67,25
4,65,75
95,5,4
69,11,96
28,25,7
31,66,13
94,47,88
73,55,95
77,8,60
8,63,53
77,12,13
56,5,89
97,37,1
14,63,31
28,39,23
87,46,23
85,65,7
3,72,2
58,44,13
51,91,45
5,58,78
19,11,81
75,46,68
95,84,85
23,96,35
3,33,32
25,36,35
74,35,78
71,14,3
47,41,27
15,39,28
86,14,47
74,46,63
33,69,77
54,55,76
31,72,87
16,10,14
94,76,8
87,88,6
44,15,77
45,66,82
37,14,41
14,97,16
33,83,78
98,5,28
20,33,62
4,93,81
11,40,91
31,12,32
37,49,95
47,69,38
72,93,9
63,49,11
15,87,94
72,75,34
76,19,29
88,29,50
40,10,25
29,52,72
78,29,50
4,77,87
62,24,39
13,88,38
53,45,88
88,55,55
70,44,62
36,93,93
74,53,38
60,52,43
70,80,48
72,10,14
19,6,29
65,33,38
94,77,94
93,15,53
31,93,9
94,14,90
29,44,80
77,10,68
17,5,66
24,73,35
49,89,7
79,59,82
10,52,58
27,41,90
5,88,32
33,16,54
73,37,2
23,74,82
74,40,81
14,54,48
29,92,64
10,49,30
16,38,36
79,36,31
22,40,49
93,5,10
36,41,7
67,53,78
68,8,83
9,64,65
91,40,65
72,74,68
39,44,11
17,57,3
85,42,9
34,54,2
66,49,87
71,35,50
45,48,74
52,49,64
94,15,95
59,58,14
73,17,49
52,86,4
96,97,83
15,51,83
33,38,95
18,2,61
60,58,57
91,27,73
44,6,60
36,59,37
88,25,64
86,15,68
1,21,5
70,20,98
8,65,73
47,73,39
95,44,2
32,72,93
89,8,50
28,35,8
25,22,79
39,79,94
85,53,21
92,32,86
24,76,21
35,17,7
44,3,63
74,93,33
55,74,92
47,89,46
58,6,96
58,89,78
36,90,33
80,80,89
26,14,91
48,47,46
36,8,9
71,46,36
96,9,85
98,86,36
57,45,67
44,37,63
65,14,19
51,73,42
54,81,41
89,53,49
92,74,33
50,81,23
50,30,84
49,54,62
45,25,48
37,10,58
75,55,6
13,71,4
98,22,72
16,29,58
48,82,53
32,80,29
1,96,69
22,1,51
3,38,57
10,54,92
52,70,93
42,62,88
80,38,84
60,15,50
82,89,92
15,36,89
54,24,40
15,20,82
75,48,20
14,54,2
91,84,20
33,18,25
95,90,23
69,74,88
38,1,58
62,1,95
74,8,27
67,33,47
38,54,95
65,10,16
80,24,59
25,90,92
13,8,63
9,66,24
79,65,50
63,11,7
71,77,26
31,26,62
44,90,45
3,38,51
91,80,11
16,28,56
55,90,45
7,67,31
74,12,39
90,16,93
88,21,75
38,62,91
47,34,85
94,77,97
30,3,34
17,9,98
9,59,37
89,57,47
60,58,41
28,29,62
59,88,87
72,63,81
74,61,81
62,94,77
81,53,22
47,37,77
40,84,82
97,24,36
98,20,2
46,26,26
45,93,77
84,34,86
16,48,31
41,91,58
33,2,78
26,93,27
12,4,87
60,4,17
48,82,97
91,21,46
83,29,49
70,67,78
42,68,24
48,20,56
64,77,12
47,26,73
13,54,10
78,44,25
21,50,75
37,66,60
24,30,74
71,31,78
1,51,71
66,94,44
49,89,39
61,27,36
54,69,79
21,53,9
47,39,88
1,79,12
16,87,78
70,43,38
1,31,72
85,41,40
10,35,91
70,9,52
23,42,87
46,79,37
3,24,15
46,3,84
65,54,81
12,91,89
18,20,91
8,8,95
83,51,91
46,46,54
9,38,56
83,81,73
97,23,50
7,43,67
55,32,66
9,30,34
17,23,62
16,98,90
62,26,2
89,24,7
12,88,4
76,36,73
33,67,83
85,84,96
85,20,21
58,77,48
53,13,18
45,75,90
63,78,46
84,30,94
35,83,69
24,13,6
94,90,13
5,89,4
58,79,77
86,3,96
24,24,71
82,87,5
36,13,94
86,57,45
21,53,12
80,68,69
13,24,44
29,19,90
87,63,60
90,51,85
37,39,65
67,35,35
5,19,60
71,15,97
65,29,34
34,5,26
54,36,15
62,82,17
50,64,32
74,76,65
66,29,75
9,35,28
94,64,18
43,13,6
14,66,17
28,14,61
32,53,38
86,5,18
84,32,32
4,63,19
93,58,43
92,73,51
70,44,84
26,80,33
15,89,73
65,28,95
49,14,21
39,95,35
2,27,92
9,10,73
34,1,26
94,48,12
21,25,51
88,33,93
10,40,78
12,24,84
69,86,77
76,38,81
55,25,84
83,12,91
66,70,27
40,44,65
87,56,19
97,37,10
26,35,9
39,22,20
24,20,81
73,27,54
73,93,53
19,16,94
63,59,82
16,30,62
83,15,85
26,76,96
62,22,18
34,19,62
19,53,64
37,65,30
23,79,28
40,71,57
18,62,41
62,38,79
47,65,58
69,7,93
81,78,69
96,91,18
6,49,67
12,14,95
78,52,33
33,10,63
40,37,37
15,8,71
18,26,34
17,90,87
3,69,12
58,74,17
75,81,30
8,34,4
88,56,73
89,60,3
60,76,85
27,93,31
40,95,10
8,96,88
84,94,15
52,24,30
76,5,89
65,34,59
18,69,48
16,23,56
3,94,10
78,96,91
10,27,72
18,13,88
69,28,8
38,83,47
59,81,49
38,18,21
13,57,33
66,68,87
12,16,76
58,27,17
34,87,87
13,85,30
75,73,34
53,86,5
44,44,54
38,81,61
43,53,19
20,45,32
36,98,31
72,53,57
51,30,83
79,51,3
67,23,83
26,40,5
11,17,15
37,49,21
58,29,44
75,8,63
65,98,3
44,40,25
96,31,84
79,47,93
73,63,95
7,29,62
97,2,42
3,52,4
41,69,5
3,80,59
75,6,9
5,21,31
24,93,36
28,32,94
72,15,46
25,87,15
61,93,90
86,58,93
5,26,22
15,10,50
85,83,32
41,6,16
97,60,41
13,96,75
68,2,2
51,83,54
15,68,70
78,26,56
22,50,83
71,32,42
7,38,24
76,37,53
42,45,28
61,38,57
66,7,96
29,59,87
17,78,62
46,32,84
55,84,76
80,66,75
15,23,4
95,83,40
75,5,82
89,42,21
45,1,86
92,37,67
10,67,48
45,64,51
18,57,15
72,4,1
62,85,13
66,22,90
79,27,87
6,86,77
76,73,2
51,83,59
23,61,96
67,14,19
92,23,25
32,93,79
89,92,32
57,30,10
62,52,17
69,79,61
8,38,32
7,52,84
50,95,52
50,30,61
10,60,43
4,91,88
26,44,68
27,41,50
58,33,1
68,48,98
75,97,52
9,45,32
