49,61,91
14,21,66
22,53,45
40,20,18
60,50,77
35,64,27
4,57,47
24,27,14
25,65,7
73,98,20
97,40,81
67,30,37
50,41,42
25,79,61
55,51,5
56,62,22
24,61,7
2,92,56
39,60,46
40,53,79
2,79,92
41,23,97
8,40,18
5,85,95
62,39,33
23,16,70
38,11,92
52,30,24
44,73,8
8,81,96
7,65,20
88,7,77
64,29,46
7,72,76
27,85,26
63,25,28
52,84,23
90,91,65
34,58,94
51,98,70
93,38,61
9,78,94
74,28,97
76,32,63
37,57,90
43,9,66
68,42,17
56,77,59
32,77,96
53,6,24
38,94,58
53,82,34
60,45,5
44,40,51
89,52,52
76,55,67
53,23,96
79,40,11
14,8,29
56,62,39
69,25,13
48,55,28
61,55,1
58,60,94
22,45,86
72,26,48
37,56,62
54,18,13
35,79,88
15,51,49
13,39,62
52,1,93
48,10,66
54,43,12
54,44,61
93,17,12
28,18,18
46,95,20
29,30,59
84,41,27
94,37,13
64,42,87
34,78,51
22,91,20
52,77,92
20,23,71
30,43,2
42,30,90
76,52,33
34,9,55
71,71,86
59,48,86
56,86,34
5,68,36
3,40,33
28,2,6
53,28,76
42,59,28
51,14,24
4,96,79
5,18,18
41,78,14
90,64,9
17,28,78
54,17,27
2,73,5
64,67,37
13,22,42
93,35,86
16,17,56
47,7,82
59,79,85
48,67,73
51,34,75
61,61,29
6,70,23
88,39,1
55,46,9
34,67,13
57,74,27
74,11,31
86,14,32
64,33,97
70,57,75
18,24,81
42,56,84
38,22,10
34,17,4
2,97,9
13,59,10
97,97,11
1,2,69
27,75,79
71,77,38
79,57,96
82,46,64
54,50,95
9,90,20
96,73,81
52,38,7
78,86,66
82,62,93
22,92,60
58,59,50
92,22,2
46,96,87
4,51,63
74,14,83
74,42,30
26,45,30
19,61,59
81,63,56
54,80,20
97,76,25
2,50,44
77,55,2
79,9,46
62,48,35
96,13,62
60,25,97
90,6,46
15,21,41
42,53,71
46,9,39
54,7,44
89,23,4
38,82,1
31,37,25
68,58,39
76,39,54
57,89,10
29,42,23
29,13,88
70,74,34
72,35,65
76,77,64
79,59,55
47,93,47
47,56,9
76,71,97
51,96,32
84,13,36
6,88,90
17,27,42
51,44,17
28,88,14
11,61,75
45,84,54
15,28,56
56,35,90
43,24,97
84,28,18
22,8,86
33,41,49
18,8,96
58,70,40
42,51,36
7,43,37
70,55,2
33,35,89
28,87,22
55,13,46
19,10,59
23,56,59
7,45,26
1,55,83
56,32,72
77,3,18
48,58,74
71,38,79
89,71,8
9,69,45
8,32,97
66,29,58
61,74,67
23,82,46
86,74,20
29,23,79
94,20,84
71,41,43
52,65,56
94,12,85
52,87,96
61,14,2
24,90,40
93,50,20
89,96,50
21,71,11
64,57,59
4,17,4
69,69,90
19,80,90
1,4,75
16,12,93
35,6,12
88,19,95
47,20,88
66,57,98
15,19,44
97,79,51
50,96,38
12,95,50
26,80,45
8,5,31
97,74,8
97,2,59
15,16,60
1,70,56
38,29,62
46,49,35
64,32,49
66,98,28
46,12,12
89,80,42
33,40,12
36,7,86
84,40,51
71,14,51
92,88,1
26,78,1
92,43,24
58,73,63
65,64,10
39,44,3
80,62,47
55,4,75
39,74,19
15,55,1
71,20,35
71,58,3
18,12,67
56,60,36
5,62,29
44,48,36
27,28,12
85,73,11
68,54,33
71,72,83
22,76,58
2,58,21
68,83,11
73,57,28
11,5,59
22,17,98
33,27,98
92,50,73
65,17,69
23,3,75
57,11,36
13,65,53
97,96,95
28,50,93
34,19,89
87,15,63
2,40,8
33,77,73
28,94,85
12,78,70
37,84,2
28,79,81
87,4,30
1,60,25
50,19,59
13,28,82
45,52,28
29,30,3
48,38,9
27,3,87
60,85,37
97,69,83
57,58,87
83,49,94
8,97,55
48,51,52
29,93,96
60,25,34
88,45,72
5,63,54
58,60,37
17,76,83
8,50,2
95,40,48
61,13,89
3,23,83
81,97,57
86,1,4
84,36,52
97,81,98
15,24,63
26,44,12
25,63,55
48,4,25
39,26,71
11,20,94
38,14,77
62,48,68
49,27,68
49,25,40
10,64,23
7,82,32
55,93,2
11,76,8
70,16,69
5,80,90
50,63,47
56,1,75
56,23,29
77,96,55
43,10,13
71,15,88
69,28,39
73,53,93
17,41,87
95,43,13
37,34,11
56,87,30
34,40,30
95,95,29
98,17,51
35,84,4
93,86,84
11,56,49
51,31,60
48,3,21
60,14,95
56,57,88
77,40,13
53,2,91
85,74,76
65,17,3
46,43,7
31,93,76
7,42,27
63,44,23
84,13,77
30,54,98
62,8,58
25,58,42
4,21,15
19,49,95
80,88,3
14,71,76
94,59,94
12,93,8
16,5,18
48,19,45
59,78,76
46,60,58
25,14,43
21,16,45
32,55,59
8,24,10
31,60,4
37,14,52
77,80,66
91,73,64
77,81,38
31,46,92
1,7,89
91,14,13
94,53,91
83,63,38
68,13,17
74,64,47
79,12,73
81,35,24
79,71,62
45,23,1
51,63,69
31,69,25
59,29,54
71,20,79
94,82,67
73,56,91
4,41,50
32,90,74
55,97,71
30,11,47
21,56,87
49,97,35
46,40,66
40,88,18
84,37,86
48,65,66
42,39,98
78,68,84
53,29,67
88,22,8
40,73,35
40,71,19
24,25,70
72,15,83
5,97,28
89,72,76
50,30,64
17,63,27
70,49,64
71,27,16
98,96,78
89,15,86
8,32,45
34,88,50
67,80,35
16,32,49
97,60,81
10,94,9
10,96,23
39,89,24
60,84,77
43,47,49
31,17,92
74,26,51
14,46,55
61,70,92
51,43,25
57,35,27
97,63,38
28,28,5
7,24,66
87,16,65
26,16,48
4,64,82
81,35,19
74,1,32
48,57,98
25,22,73
42,20,79
17,67,10
52,84,12
84,39,64
12,96,73
30,90,17
88,51,47
90,5,96
55,39,53
72,81,31
61,40,92
45,75,39
53,43,55
85,6,65
69,44,18
97,89,69
85,45,16
48,39,14
61,6,48
29,97,5
15,51,73
82,33,52
4,18,65
41,44,9
20,46,58
65,40,13
75,51,50
45,28,74
38,97,6
56,5,40
54,24,24
73,41,31
24,5,52
18,14,8
95,36,3
56,48,90
90,61,40
17,4,55
40,26,46
8,47,45
14,40,70
24,84,24
79,17,2
89,29,98
32,46,71
21,7,28
77,50,11
10,27,37
7,59,5
49,19,79
97,3,11
38,37,89
3,86,38
81,21,91
33,29,27
20,53,80
54,61,55
72,28,22
25,18,69
33,29,43
62,90,71
98,62,54
43,28,49
41,62,15
54,24,49
47,32,94
60,43,75
4,20,85
9,72,97
83,38,67
70,45,60
24,96,50
4,29,96
5,64,24
38,53,21
12,86,57
14,12,12
25,79,86
57,91,65
87,70,28
19,60,84
88,69,14
91,55,52
53,56,52
7,18,76
29,70,81
9,27,84
87,56,2
82,39,68
15,22,77
83,81,87
74,42,68
51,65,51
16,40,34
56,24,7
41,83,43
44,49,1
24,56,84
57,79,70
59,96,14
74,33,96
43,94,32
22,68,31
70,74,59
6,19,58
59,16,94
38,84,89
37,54,22
18,36,26
33,88,92
69,17,69
42,69,62
9,94,26
30,34,85
77,36,17
7,55,74
80,46,88
44,12,11
52,19,47
50,16,18
90,1,74
97,1,82
97,36,78
64,36,55
42,62,54
