61,72,39
65,73,25
44,93,76
4,1,67
52,48,70
19,65,79
78,90,79
61,32,58
54,60,76
69,14,77
65,23,38
52,87,5
47,80,82
33,27,10
74,11,5
95,76,50
36,84,44
73,87,1
70,28,97
56,38,9
95,68,15
39,52,42
53,71,96
36,36,24
45,21,74
64,95,52
54,76,9
51,86,80
70,48,20
70,75,69
47,45,9
79,46,70
18,84,56
11,13,98
44,40,90
19,24,70
58,88,70
65,43,85
78,65,97
63,86,60
1,40,56
83,14,58
40,80,83
37,32,44
70,29,12
74,90,78
25,33,50
34,83,67
55,2,57
27,72,32
13,97,26
31,58,37
60,84,22
84,45,49
1,30,2
54,86,87
8,46,72
30,15,7
24,97,50
60,94,34
25,37,46
58,37,53
11,82,79
62,57,93
56,90,43
17,19,70
36,23,36
80,77,27
41,37,51
3,28,85
67,85,2
84,52,92
27,26,55
57,29,23
98,13,97
66,59,87
81,77,50
41,66,11
13,83,54
53,68,25
87,37,8
58,19,21
15,18,75
37,51,5
78,56,81
77,1,90
88,1,12
38,44,43
43,3,4
6,94,14
78,11,24
25,8,55
24,39,7
20,20,9
45,40,70
75,16,40
71,18,96
25,80,62
64,66,27
17,8,57
81,65,46
24,64,47
64,48,3
94,33,80
15,60,54
54,23,17
26,19,65
18,50,25
65,65,40
5,69,79
88,63,69
25,50,71
98,21,98
69,98,45
8,91,73
98,86,9
47,61,3
51,52,32
38,78,91
82,11,71
1,4,26
49,94,86
40,53,9
13,30,93
85,53,88
80,43,2
85,4,69
24,65,92
7,36,72
72,4,49
83,21,88
2,15,91
35,45,63
28,13,59
71,34,70
77,15,8
4,52,32
8,27,47
38,72,95
55,29,92
20,64,35
65,72,50
67,23,10
51,96,91
38,66,23
81,25,18
62,43,25
40,86,34
42,36,29
38,38,76
71,74,7
97,16,55
42,43,72
52,34,71
60,43,29
68,88,70
28,58,12
66,89,12
95,76,44
36,4,79
22,53,79
44,7,68
62,86,39
93,92,74
61,38,21
20,81,11
71,53,87
94,35,96
60,34,23
86,4,26
11,94,26
75,3,86
65,90,85
13,38,54
61,1,82
67,77,25
3,65,48
55,76,77
36,71,9
22,45,66
32,79,40
13,35,41
93,60,82
59,60,35
2,53,84
78,91,82
5,85,47
4,75,38
74,34,88
34,64,46
